model,record_type,term,value,condition_number,bp_pvalue,n_cooks_over_4n,max_cooks_distance,max_leverage,max_abs_studentized_residual
Model B,vif,C(Mjob)[T.health],2.311867078735259,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Mjob)[T.other],2.7665563667559088,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Mjob)[T.services],2.8783783762578943,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Mjob)[T.teacher],3.176756362786107,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Fjob)[T.health],2.1127129218962897,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Fjob)[T.other],6.152317286577477,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Fjob)[T.services],5.3739797199704125,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(Fjob)[T.teacher],2.6901063590906915,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(reason)[T.home],1.4358116981071807,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(reason)[T.other],1.30902794929236,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(reason)[T.reputation],1.5238098807541471,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(guardian)[T.mother],1.4898161771579534,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(guardian)[T.other],1.7495750747581247,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(schoolsup)[T.yes],1.255074353980167,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
Model B,vif,C(famsup)[T.yes],1.3040259166396344,569.0595106873402,5.423342336467754e-05,29,0.0625782358454608,0.3407466083785358,4.467451651944796
